DateTime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
2016-09-30,601139,600717,2695,2685,600589,2619,2595,2593,2587,2584,2571,2565,2554,525,2539,2537,528,2534,2521,532,2912,2915,2918,300712,300054,601666,600331,300308,601611,601588,300048,601288,601268,2489,600268,300221,600078,600318,300209,878,300170,2192,300148,2645,2866,603718,627,2170,300612,2413,300081,600509,300330,603301,600733,600939,802,2421,601099,600260,300679,722,603636,600222,603638,2761,601011,736,2459,997,603607,738
2016-10-31,541,300054,603876,601666,300308,600731,601588,2280,601567,300048,603886,2341,300668,300044,601336,650,525,601268,527,600268,504,2353,603855,2261,300658,410,411,600331,300445,300444,300436,300686,2618,600017,300401,2246,911,790,2655,2228,603128,600418,2247,43,2350,600209,300612,603636,603866,547,603308,300504,765,603918,2338,300145,971,603990,961,2450,916,300384,711,300548,600246,603980,603378,2811,603663,600375,600196,576
2016-11-30,300578,600055,532,600063,300472,600077,541,603111,2341,300445,552,557,600372,565,300034,568,300036,573,2809,554,525,300444,300442,601666,2489,601801,300616,2847,2474,2473,601881,601886,2456,300527,601968,504,300156,18,2527,801,2660,2087,2372,2450,637,603959,2063,2129,797,2247,2350,2772,600533,2271,2459,2067,300242,697,603378,600398,2865,2270,300438,166,603955,926,2232,300450,300172,603126,916,2858
2016-12-30,2360,600323,541,300624,2364,2343,2341,300637,552,554,300622,557,300658,2280,601881,2847,2261,603660,573,2246,300170,2302,600223,300616,534,300668,2598,300527,2592,603278,2547,2541,2534,300563,2404,300308,300649,300048,911,2780,801,2224,2788,300716,603303,600406,10,766,17,603898,43,603708,2024,2385,748,885,600217,603329,300680,600225,863,727,663,2075,2350,600973,600551,35,600459,600257,2227,300080
2017-01-26,300527,875,601268,300111,603999,600019,603223,300425,603218,601229,601228,811,600898,2897,730,819,603660,600223,300128,2760,2763,300392,600004,603616,300117,890,603289,971,603278,2809,903,900,600225,603617,2847,718,2448,600112,600781,2447,300266,600120,601099,2795,600238,893,300168,978,2130,600118,2271,2264,2853,600228,600217,600507,766,637,589,2711,827,600993,600115,601599,300199,2831,603659,300395,2870,948,600114,815
2017-02-28,665,603876,603886,2719,600196,300523,300527,603557,552,554,600351,2280,300483,2097,2547,603617,2364,600071,2750,300474,603289,2040,300563,600717,2700,603303,600969,2133,300480,600960,600478,300571,2695,300176,2127,2347,542,601330,300588,600810,600993,601168,600122,2433,2285,566,300729,603616,2791,603906,300706,2451,603160,158,501,603758,603365,629,2304,2832,2866,300682,600125,727,300349,600666,831,600392,623,419,2821,300183
2017-03-31,300052,2456,600982,300571,600960,300563,2473,600219,300548,2450,300546,300104,300539,603218,300536,2510,300106,300527,603223,300545,300051,300600,300616,673,2185,903,2343,900,665,601088,300698,509,2375,601086,2407,2428,2129,603898,2278,558,300170,2248,300205,600821,788,2731,892,573,2821,603398,2210,603683,890,300163,600199,978,300162,2614,300720,600286,603959,603906,600377,300120,600280,603789,300349,2241,603258,2860,600366,600292
2017-04-28,300454,2040,2026,2014,600219,300104,603218,300106,603223,2847,603660,673,600225,600004,603289,600235,509,2450,2041,603303,2047,665,600030,2127,300076,600035,600310,603886,600050,600063,300474,600071,2099,2094,2093,300487,2351,2198,2458,603580,300078,600939,594,2111,300212,300681,600829,603607,600416,300430,2823,2505,603556,2468,600208,603308,601001,699,603866,600252,2306,603959,600222,601011,2897,883,603100,603639,2356,2869,2311,608
2017-05-31,2087,2813,665,2463,673,300454,600050,2809,300464,685,600063,2450,300474,600071,2437,707,300487,2428,2364,2373,603128,2185,2381,2382,2468,2390,600133,2411,736,603883,603499,603886,750,300697,2469,600035,300117,2515,300597,638,603393,600704,600409,600584,300557,603100,2474,600372,2343,2811,603683,300433,300471,601878,300205,300681,603959,600978,619,601233,603869,603639,300703,2100,300298,603308,603955,600958,600222,300338,300633,300745
2017-06-30,2014,2656,2657,828,826,2689,2868,603128,2723,603677,2738,2743,2855,551,2846,600398,2890,2206,2926,600133,2931,565,300176,600981,600433,848,300624,600323,430,2573,2582,498,2584,300106,504,603218,2456,601988,2523,300189,600812,300061,600722,712,300500,603278,600307,2542,711,600933,300206,600633,300630,2903,300183,2870,2512,603208,545,2821,603005,903,552,603258,515,300333,567,300120,900,661,658,601233
2017-07-31,300119,2846,923,603337,2689,877,300262,848,931,828,300290,300295,300310,2510,603466,300368,300374,826,603499,300204,603303,2601,603789,2468,600219,2469,603218,300106,935,2715,2714,600740,300613,300113,998,300149,300739,600368,2696,600657,600973,55,2461,787,2126,300102,922,603011,2075,600319,2176,603181,600257,300428,300062,300357,903,636,2160,600372,300082,2808,300634,300094,300376,661,2356,785,300439,603677,600197,603656
2017-08-31,300448,2699,600113,2041,2040,549,600583,551,601222,2035,2714,2715,300685,2018,300697,300708,300717,1696,600051,300113,2738,998,2743,979,600125,600133,600323,2075,430,600901,498,2647,502,2890,504,2657,300500,600533,548,2752,300679,300612,600072,300149,601011,2563,2466,300682,2350,671,601766,300699,300153,2311,603656,601002,878,603100,600959,920,2125,300460,603908,2827,2142,603128,603955,2122,2029,2441,300543,300183
2017-09-29,2437,931,935,2868,601918,979,985,998,300113,1696,601890,601881,2846,2018,2035,2040,2041,600387,2075,300056,2094,2106,2108,603218,300106,2133,2189,2214,2219,2227,600986,600429,2875,300049,549,576,2461,803,2074,600568,2173,2150,2159,300290,603031,2097,300183,2319,600959,2269,600052,601636,2148,601618,600462,300682,2722,603313,2752,603817,58,2021,708,2125,600118,600593,603955,600220,300224,851,300460,300684
2017-10-31,600323,2036,2035,603499,549,2698,2699,2700,2821,2714,1696,300113,600387,998,576,2738,300039,985,603466,979,586,603789,2040,2657,2075,2809,600133,2159,601500,300276,430,600901,2154,300272,502,504,2017,603536,603808,600483,813,571,2227,2365,2625,2201,300508,600729,2823,300395,2775,2287,601229,2396,601000,600870,2311,725,780,300255,2176,300374,300606,10,566,2570,603108,603039,600366,166,600371,2096
2017-11-30,600323,300556,430,600901,600313,2657,502,300576,504,601099,601058,603709,2387,300605,300616,826,300554,887,300536,300207,300113,603499,985,979,2639,2346,968,601003,601168,935,931,586,300469,919,300210,300498,601199,2278,603528,600312,601838,2297,2266,701,300511,2582,916,778,2510,601116,2252,600220,300705,600387,300698,802,2094,300507,600996,601777,2480,2925,600639,711,2895,2650,828,603803,603789,2791,300450,603897
2017-12-29,300014,960,968,979,300113,1696,2002,300119,2037,2040,2063,2068,2125,2128,2133,2154,600200,600449,600396,603656,2387,603388,2362,2346,300039,603383,2321,2308,2276,2261,2253,2219,2322,2434,931,919,554,300507,2540,300535,601872,600002,2861,600665,903,300044,2228,2813,668,603389,300588,600726,2225,2617,300121,601857,300485,300148,2530,2799,600072,513,300116,300494,300082,600114,2498,300499,2827,300004,2469,415
2018-01-31,300039,2321,2330,600243,2322,300697,968,603331,586,600591,601881,300213,2532,600575,600388,603318,2309,2308,300210,300422,2538,601949,2542,2543,300435,601108,600617,558,2002,502,600012,504,601330,509,300554,300556,2467,603269,600970,601600,300653,300016,2067,600371,55,300153,600483,601001,2898,300083,300004,2478,600422,603259,600459,791,603936,2639,600606,2550,692,300392,709,2573,600409,623,510,826,300042,603232,405,576
2018-02-28,600104,2570,931,2567,600173,2932,600622,300013,2555,300049,603606,600617,2543,928,2538,2163,603499,2883,600997,601727,300041,756,601998,603605,919,601038,599,300576,603877,2154,560,558,2625,2624,2126,603656,603690,300273,2102,601877,300260,300209,300240,600462,2396,600999,600678,300701,600986,300255,601229,2300,2533,600664,600209,2617,2639,869,2495,300206,601878,2435,2931,551,300149,300131,2867,2440,603737,300116,300258,805
2018-03-30,2177,534,2050,603828,600570,300174,2508,2063,300014,2068,2495,300698,603306,2488,2484,300204,603318,2473,2078,300697,558,300688,560,2086,600543,2087,2047,300237,738,2040,603877,504,603606,600622,603605,2227,603369,2194,300653,601777,601006,603718,661,601360,600936,601800,600207,600815,300690,606,37,601011,300228,2102,603868,600361,779,411,600266,300199,2474,510,300267,603329,2665,537,603333,2142,300491,300220,968,718
2018-04-27,2391,685,931,2068,603879,756,2547,2655,300504,2555,2564,2078,738,558,2917,560,300224,2086,600313,2087,2227,601500,2219,2223,300649,2214,573,2543,300003,2925,2063,504,600963,601881,600832,603367,600120,2041,2042,300491,600288,2186,833,2239,603616,2114,300206,601811,600257,565,300659,895,300116,300600,300220,300598,668,300500,848,603605,2853,600998,2473,2098,863,2867,2146,600286,600396,601599,805,603648
2018-05-31,2727,300635,2108,300135,517,300641,520,600327,715,603444,300649,703,701,300327,300675,600984,300684,600980,534,300654,2112,2547,300334,928,2415,410,756,300017,300202,931,600832,300014,603466,300348,300041,600323,2417,300412,600815,2401,600286,2685,600710,600969,300197,600665,2126,600201,827,779,2670,603585,2656,589,2064,2570,603929,2221,2853,603393,603579,2068,300261,2445,601010,2665,600234,2229,2517,650,668,603228
2018-06-29,600621,603602,2917,573,581,997,600247,300262,603383,300277,2265,600933,300014,608,603444,300334,600832,603890,300348,621,2273,2274,2772,600583,603879,600838,560,558,600639,504,2217,300097,300202,2214,517,603218,2878,2731,300095,603808,2140,601616,2338,2445,2890,2450,2061,600199,785,801,2458,300210,851,552,300460,2491,300148,300585,300706,603329,2517,2048,300258,300556,601010,300333,2176,600998,300082,300145,600206,2916
2018-07-31,300654,2112,600323,300013,600639,603444,2333,300334,300635,701,300056,2323,2631,685,600822,2628,600436,300615,300135,715,420,2847,300686,300353,2067,404,601028,2078,600181,300658,300277,2375,300656,2086,2227,2372,2727,600426,2657,2669,2102,628,300429,2265,300209,300243,2812,600232,2917,603010,2598,600804,838,600157,2596,63,632,631,600666,600893,600615,600476,600673,603088,601939,2208,600667,600861,2077,300189,587,2625
